,id,airport_ref,airport_ident,type,description,frequency_mhz
3119,307887,2455,EGOW,TWR,,278.2
3120,71997,29170,EGOY,RAD/APP,West Freugh RAD/APP,130.05
3121,71996,29170,EGOY,TWR,West Freugh TWR,122.55
3122,58433,2456,EGPA,APP,APP,118.305
3123,58434,2456,EGPA,TWR,Kirkwall Tower,118.305
3124,58376,2457,EGPB,APP,RADAR,131.3
3125,58377,2457,EGPB,ATIS,ATIS,125.85
3126,58378,2457,EGPB,TWR,TWR,118.25
3127,58427,2458,EGPC,AFIS,INFO,119.705
3128,58428,2458,EGPC,APP,APP,119.705
3129,58429,2458,EGPC,ATIS,ATIS,113.6
3130,58430,2458,EGPC,TWR,TWR,119.705
3131,58371,2459,EGPD,APP,ABERDEEN APP,119.055
3132,58372,2459,EGPD,ATIS,ABERDEEN ATIS,121.855
3133,58373,2459,EGPD,GND,ABERDEEN GND,121.705
3134,58374,2459,EGPD,INFO,ABERDEEN INFO,135.175
3135,332965,2459,EGPD,RADAR,Aberdeen Director,128.305
3136,332964,2459,EGPD,RDR,Aberdeen Offshore Radar,134.1
3137,58375,2459,EGPD,TWR,ABERDEEN TWR,118.105
3138,58300,2460,EGPE,APP,APP,122.605
3139,58301,2460,EGPE,ATIS,ATIS,109.2
3140,58302,2460,EGPE,RDR,RDR,122.605
3141,316075,2460,EGPE,TWR,Inverness Tower,118.405
3142,58303,2460,EGPE,TWR,TWR (when TWR/APP combined),122.605
3143,58394,2461,EGPF,ACC,SHANWICK OCEANIC,120.35
3144,58395,2461,EGPF,APP,APP,119.1
3145,58396,2461,EGPF,ATIS,ATIS,129.575
3146,58397,2461,EGPF,GND,GND,121.705
3147,58398,2461,EGPF,TWR,Glasgow Tower,118.805
3148,71918,29171,EGPG,AFIS,Cumbernauld AFIS,120.6
3149,58508,2462,EGPH,APP,APP,121.2
3150,58509,2462,EGPH,ATIS,ATIS,131.35
3151,58510,2462,EGPH,GND,GND,121.75
3152,58511,2462,EGPH,TWR,TWR,118.7
3153,58240,2463,EGPI,AFIS,Islay Information,123.155
3154,71932,29172,EGPJ,A/G,Fife Radio,130.455
3155,58246,2464,EGPK,APP,APP,120.55
3156,58248,2464,EGPK,ATIS,ATIS,121.125
3157,312285,2464,EGPK,RADAR,Prestwick Radar,129.45
3158,58249,2464,EGPK,TWR,TWR,118.15
3159,58529,2465,EGPL,APP,APP,119.205
3160,58530,2465,EGPL,ATIS,ATIS,113.95
3161,58531,2465,EGPL,TWR,TWR,119.205
3162,58415,2466,EGPM,APP,APP,123.6
3163,58416,2466,EGPM,TWR,TWR,123.6
3164,58244,2467,EGPN,APP,APP,122.905
3165,332963,2467,EGPN,ATIS,ATIS,119.33
3166,58245,2467,EGPN,TWR,TWR,122.905
3167,58127,2468,EGPO,AFIS,AFIS,119.48
3168,58128,2468,EGPO,APP,APP,119.48
3169,58129,2468,EGPO,ATIS,ATIS,115.1
3170,58130,2468,EGPO,TWR,TWR,119.48
3171,71905,29173,EGPR,AFIS,Barra AFIS,118.075
3172,332962,29174,EGPS,A/G,Longside Radio,118.28
3173,317946,29174,EGPS,Info,Lomgside radio,130.575
3174,71972,29175,EGPT,A/G,Perth Scone A/G,121.08
3175,58370,2469,EGPU,INFO,AFIS,122.705
3176,71994,29176,EGPW,A/G,Unst A/G,130.35
3177,71995,29176,EGPW,AFIS,Unst AFIS,130.35
3178,316813,29177,EGPY,Info,Dounreay Information,122.4
3179,58137,2470,EGQK,APP,LOSSIE APP,123.3
3180,58138,2470,EGQK,DEP,LOSSIE DEP,119.35
3181,58139,2470,EGQK,GND,GND,38.94
3182,58140,2470,EGQK,OPS,OPS,27.897
3183,58141,2470,EGQK,TWR,TWR,122.1
3184,58435,2471,EGQL,APP,APP,123.3
3185,58436,2471,EGQL,ATIS,ATIS,36.925
3186,58437,2471,EGQL,DEP,DEP,126.5
3187,58438,2471,EGQL,GND,GND,122.1
3188,58439,2471,EGQL,OPS,OPS,37.007
3189,58440,2471,EGQL,TWR,TWR,122.1
3190,58224,2472,EGQS,APP,APP,123.3
3191,58225,2472,EGQS,ATIS,ATIS,26.476999999999997
3192,58226,2472,EGQS,DEP,DEP,119.35
3193,58227,2472,EGQS,DIR,DIRECTOR,123.3
3194,58228,2472,EGQS,GND,GND,118.2
3195,58229,2472,EGQS,OPS,OPERATIONS,36.93
3196,58230,2472,EGQS,RDR,RDR,118.9
3197,58231,2472,EGQS,TWR,TWR,118.2
3198,58314,2473,EGSC,APP,Cambridge Approach,123.6
3199,58315,2473,EGSC,ATIS,Cambridge Information,134.6
3200,58316,2473,EGSC,RDR,Cambridge Radar,124.975
3201,58317,2473,EGSC,TWR,Cambridge Tower,122.2
3202,71935,29181,EGSD,A/G,Gt.Yarmouth North Denes A/G,123.4
3203,71937,29181,EGSD,RAD/APP,Gt.Yarmouth North Denes RAD/APP,123.4
3204,71936,29181,EGSD,TWR,Gt.Yarmouth North Denes TWR,123.4
3205,58359,2474,EGSF,A/G,RDO,129.725
3206,71987,29182,EGSG,A/G,Stapleford A/G,122.8
3207,58356,2475,EGSH,APP,APP,119.35
3208,58357,2475,EGSH,ATIS,ATIS,128.625
3209,307883,2475,EGSH,RDR,Director,128.325
3210,58358,2475,EGSH,TWR,TWR,124.25
3211,71980,29183,EGSJ,A/G,Seething A/G,122.6
3212,71903,29185,EGSL,A/G,Andrewsfield Radio,130.555
3213,71904,29185,EGSL,AFIS,Andrewsfield AFIS,130.555
3214,71906,29186,EGSM,A/G,Beccles A/G,120.375
3215,307879,29187,EGSN,A/G,Bourn Radio Twr,124.35
3216,71910,29187,EGSN,A/G,Bourn A/G,129.8
3217,71917,29188,EGSO,A/G,Crowfield A/G,122.775
3218,307878,29188,EGSO,APP,Wattisham APP,125.8
3219,307877,29189,EGSP,A/G,,120.325
3220,71973,29189,EGSP,A/G,Peterborough Sibson A/G,122.3
3221,71913,29190,EGSQ,A/G,Clacton A/G,118.15
3222,71923,29191,EGSR,A/G,Earls Colne A/G,122.425
3223,58385,2476,EGSS,APP,Essex Radar,120.625
3224,58386,2476,EGSS,ATIS,ATIS,127.175
3225,58387,2476,EGSS,CLD,CLNC DEL,121.95
3226,58388,2476,EGSS,DIR,DIRECTOR,136.2
3227,58389,2476,EGSS,GND,GND,121.725
3228,307872,2476,EGSS,RDR,Director,136.2
3229,58390,2476,EGSS,TWR,TWR,123.8
3230,71924,29192,EGST,A/G,Elmsett A/G,130.9
3231,58144,2477,EGSU,INFO,Duxford Information,122.075
3232,71964,29193,EGSV,A/G,Buckenham Radio,124.4
3233,58185,2478,EGSX,A/G,RDO,123.525
3234,58106,2479,EGSY,A/G,INFO,128.525
3235,307870,2479,EGSY,ATIS,,121.7
3236,307871,2479,EGSY,TWR,,128.52
3237,307869,29196,EGTB,GND,Wycombe ground,121.77
3238,72003,29196,EGTB,TWR,Wycombe tower,126.55
3239,58096,2480,EGTC,APP,APP,122.85
3240,58097,2480,EGTC,ATIS,ATIS,121.875
3241,307868,2480,EGTC,TWR,,122.85
3242,58098,2480,EGTC,TWR,TWR,134.925
3243,301742,29197,EGTD,CTAF,DUNSFOLD RADIO,119.1
3244,58112,2481,EGTE,APP,APP,128.975
3245,58113,2481,EGTE,ATIS,ATIS,119.325
3246,313586,2481,EGTE,Radar,EXETER Radar,123.57
3247,58114,2481,EGTE,TWR,TWR,119.8
3248,71928,29198,EGTF,A/G,Fairoaks Radio,123.43
3249,71929,29198,EGTF,AFIS,Fairoaks AFIS,123.43
3250,58536,2482,EGTG,APP,APP,122.725
3251,307867,2482,EGTG,DIR,Director,127.97
3252,58537,2482,EGTG,TWR,TWR,132.35
3253,58411,2483,EGTK,APP,OXFORD APP,125.325
3254,307866,2483,EGTK,APP,,127.75
3255,58412,2483,EGTK,ATIS,OXFORD ATIS,136.225
3256,58413,2483,EGTK,GND,OXFORD GND,121.95
3257,75228,2483,EGTK,LARS,Brize Radar (normal working hrs only),124.27
3258,58414,2483,EGTK,TWR,OXFORD TWR,133.425
3259,75229,2483,EGTK,TWR,TWR - Use at w/ends,133.425
3260,71976,29200,EGTO,AFIS,Rochester AFIS,122.255
3261,71971,2484,EGTP,A/G,Perranporth A/G,119.75
3262,71925,29201,EGTR,A/G,Elstree A/G,122.4
3263,71926,29201,EGTR,AFIS,Elstree AFIS,122.4
3264,58299,2485,EGTU,A/G,RDO,123.475
3265,71963,29202,EGTW,A/G,Oaksey Park A/G,122.775
3266,58309,2486,EGUB,APP,APP,376.65
3267,321433,2486,EGUB,APP vhf,,136.45
3268,58310,2486,EGUB,ATIS,ATIS,282.525
3269,321434,2486,EGUB,Director,,356.125
3270,307863,2486,EGUB,GRN,,121.8
3271,58313,2486,EGUB,TWR,TWR,127.15
3272,307864,2486,EGUB,TWR,,318.1
3273,58311,2486,EGUB,Zone / CAC,,120.9
3274,307654,29642,EGUD,Tower,Tower,121.1
3275,58441,2487,EGUL,APP,APP,136.5
3276,307861,2487,EGUL,APP,,142.82
3277,58442,2487,EGUL,ATIS,ATIS,35.672
3278,58443,2487,EGUL,CAC,CAC LONDON MIL,27.776999999999997
3279,58444,2487,EGUL,DEP,DEP,25.03
3280,58445,2487,EGUL,GND,GND,375.45
3281,58446,2487,EGUL,PMSV,PMSV  METRO,28.441999999999997
3282,58447,2487,EGUL,POST,COMD POST,37.98
3283,58448,2487,EGUL,PTD,PTD,24.447
3284,58449,2487,EGUL,RDR,RADAR,128.9
3285,58450,2487,EGUL,TWR,TWR,122.1
3286,307862,2487,EGUL,TWR,,338.92
3287,58326,2488,EGUN,APP,LAKENHEATH APP,136.5
3288,58327,2488,EGUN,ATIS,ATIS,37.55
3289,58328,2488,EGUN,CAC,CAC,27.776999999999997
3290,58329,2488,EGUN,DEP,LAKENHEATH DEP,25.03
3291,58330,2488,EGUN,GND,GND,121.675
3292,58331,2488,EGUN,OPS,AMC AIRLIFT AMCC,131.975
3293,58332,2488,EGUN,PMSV,PMSV METRO,28.441999999999997
3294,58333,2488,EGUN,POST,100 ARW COMD POST,31.355
3295,58334,2488,EGUN,PTD,PTD,131.975
3296,58335,2488,EGUN,TWR,TWR,122.55
3297,58172,2489,EGUO,APP,APP,120.075
3298,307841,2489,EGUO,APP,,374.82
3299,58173,2489,EGUO,ATIS,ATIS,277.85
3300,58174,2489,EGUO,TWR,TWR,120.075
3301,307842,2489,EGUO,TWR,,372.57
3302,58305,2490,EGUW,A/G,AIR GND,125.8
3303,58306,2490,EGUW,APP,APP,123.3
3304,58307,2490,EGUW,DIR,DIRECTOR,123.3
3305,58308,2490,EGUW,TWR,TWR,122.1
3306,58322,2491,EGUY,APP,APP,134.05
3307,307838,2491,EGUY,APP,,369.52
3308,58323,2491,EGUY,ATIS,ATIS,279.15
3309,58324,2491,EGUY,GND,GND,122.1
3310,307839,2491,EGUY,GRN,,278.35
3311,58325,2491,EGUY,TWR,TWR,119.975
3312,307840,2491,EGUY,TWR,,126.85
3313,58194,2492,EGVA,APP,APP,119.0
3314,58195,2492,EGVA,CAC,CAC,124.275
3315,58196,2492,EGVA,DIR,BRIZE DIRECTOR,133.75
3316,58197,2492,EGVA,GND,GND,234.25
3317,58198,2492,EGVA,PMSV,PMSV METRO,25.775
3318,58199,2492,EGVA,PTD,PDT,233.47
3319,58200,2492,EGVA,TWR,TWR,119.15
3320,307837,2492,EGVA,TWR,,338.22
3321,307834,2493,EGVN,APP,,127.25
3322,58285,2493,EGVN,ATIS,ATIS,126.5
3323,58286,2493,EGVN,CAC,Non-Zone Radar Service (See LARS),124.275
3324,58284,2493,EGVN,DEP,,127.25
3325,58287,2493,EGVN,GND,GND,121.725
3326,307836,2493,EGVN,LARS,Lower Airspace Radar Service (0900L-1700L),124.275
3327,58289,2493,EGVN,OPS,OPS,135.75
3328,58290,2493,EGVN,RDR,Director Radar,133.75
3329,58291,2493,EGVN,TWR 1,Primary,123.725
3330,307835,2493,EGVN,TWR 2,Stby,123.55
3331,58288,2493,EGVN,ZONE,Brize CTR.  Zone Control/Transits,119.0
3332,58188,2494,EGVO,APP,APP,131.3
3333,307827,2494,EGVO,APP,,234.35
3334,58189,2494,EGVO,ATIS,ATIS,379.37
3335,58190,2494,EGVO,GND,GND,24.101999999999997
3336,58191,2494,EGVO,INFO,FIS,122.1
3338,307828,2494,EGVO,RDR,Talkdown,123.3
3339,307829,2494,EGVO,RDR,Talkdown,278.22
3340,307830,2494,EGVO,RDR,Talkdown,385.4
3341,307831,2494,EGVO,RDR,,386.77
3342,58193,2494,EGVO,TWR,TWR,122.1
3343,307832,2494,EGVO,TWR,,257.8
3344,307833,2494,EGVO,TWR,,258.72
3345,307823,29205,EGVP,APP,,280.62
3346,71955,29205,EGVP,RAD/APP,Middle Wallop RAD/APP,118.275
3347,71954,29205,EGVP,TWR,Middle Wallop TWR,118.275
3348,307824,29205,EGVP,TWR,,118.6
3349,307825,29205,EGVP,TWR,,357.02
3350,58484,2495,EGWC,APP,APP,135.875
3351,307820,2495,EGWC,APP,,376.42
3352,58485,2495,EGWC,GND,GND,128.65
3353,307821,2495,EGWC,GRN,,241.4
3354,58486,2495,EGWC,RDR,SHAWBURY ZONE,28.2
3355,58487,2495,EGWC,TWR,TWR,128.65
3356,307822,2495,EGWC,TWR,,378.65
3357,71939,29206,EGWE,A/G,Henlow A/G,121.1
3358,71938,29207,EGWN,A/G,Halton A/G,130.425
3359,58488,2496,EGWU,APP,APP,126.45
3360,307808,2496,EGWU,ATIS,,125.125
3361,58489,2496,EGWU,ATIS,ATIS,300.35
3362,307809,2496,EGWU,DEP,,120.325
3363,58490,2496,EGWU,DEP,DEP,129.125
3364,307810,2496,EGWU,DIR,,130.35
3365,307811,2496,EGWU,GRN,,121.575
3366,58491,2496,EGWU,OPS,OPS,132.65
3367,307812,2496,EGWU,RDR,Talk down,125.875
3368,58492,2496,EGWU,TWR,TWR,120.675
3369,307813,2496,EGWU,TWR,,281.175
3370,58201,2497,EGXC,APP,APP,120.8
3371,307805,2497,EGXC,APP,,282.72
3372,58202,2497,EGXC,ATIS,ATIS,280.3
3373,58203,2497,EGXC,CAC,CAC,27.776999999999997
3374,58204,2497,EGXC,DEP,DEP,376.35
3375,58205,2497,EGXC,GND,GND,122.1
3376,307806,2497,EGXC,grn,,279.7
3377,58206,2497,EGXC,OPS,OPS,23.467
3378,58207,2497,EGXC,TWR,TWR,124.675
3379,58360,2498,EGXD,A/G,AG,130.1
3380,58361,2498,EGXD,APP,Topcliffe APP,125.0
3381,58362,2498,EGXD,GND,GND,122.1
3382,58363,2498,EGXD,OPS,AAC OPS,242.25
3383,58364,2498,EGXD,TWR,TWR/Common Mil,122.1
3384,307804,2498,EGXD,TWR,,278.225
3385,307807,2498,EGXD,TWR,,371.97
3386,307801,2499,EGXE,APP,,123.3
3387,58417,2499,EGXE,APP,APP,127.75
3388,307802,2499,EGXE,APP,,386.57
3389,58418,2499,EGXE,ATIS,ATIS,369.475
3390,58419,2499,EGXE,GND,GND,379.9
3392,58421,2499,EGXE,OPS,OPS,259.025
3393,58422,2499,EGXE,TWR,TWR,120.5
3394,307803,2499,EGXE,TWR,,368.92
3395,58216,2500,EGXG,Info,Fenton Radio,126.5
3396,58092,2501,EGXH,APP,APP,123.3
3397,58093,2501,EGXH,RDR,LAKENHEATH RADAR,128.9
3398,58094,2501,EGXH,TWR,TWR/Common Mil,122.1
3399,307797,2501,EGXH,TWR,,278.62
3400,58271,2502,EGXJ,APP,APP,130.2
3401,307789,2502,EGXJ,APP,,281.9
3402,58272,2502,EGXJ,ATIS,ATIS,262.625
3403,58273,2502,EGXJ,CAC,CAC,27.776999999999997
3404,58274,2502,EGXJ,DEP,DEP,130.2
3405,58275,2502,EGXJ,DIR,,123.3
3406,307790,2502,EGXJ,DIR,,379.07
3407,58276,2502,EGXJ,GND,GND,122.1
3408,307791,2502,EGXJ,GRN,,308.82
3409,307796,2502,EGXJ,OPS,,281.95
3410,307795,2502,EGXJ,PAR,,338.25
3411,58277,2502,EGXJ,RDR,ZONE,130.2
3412,307792,2502,EGXJ,TWR,MIL Common TWR,121.1
3413,58278,2502,EGXJ,TWR,TWR,130.2
3414,307794,2502,EGXJ,TWR,,257.8
3415,307793,2502,EGXJ,TWR,,369.35
3416,58208,2503,EGXP,APP,WADDINGTON APP,250.85
3417,307787,2503,EGXP,APP,,308.625
3418,58209,2503,EGXP,CAC,CAC,29.997
3419,307788,2503,EGXP,DIR,,377.075
3420,58210,2503,EGXP,GND,GND,278.5
3421,307785,2503,EGXP,PAR,,241.425
3422,307786,2503,EGXP,RDR,,241.825
3423,58211,2503,EGXP,TWR,TWR,281.32
3424,58523,2504,EGXT,APP,APP,130.2
3425,58524,2504,EGXT,ATIS,ATIS,242.47
3426,58525,2504,EGXT,CAC,LONDON MIL,29.997
3427,58526,2504,EGXT,DEP,DEP/DIR,278.45
3428,58527,2504,EGXT,GND,GND,369.22
3429,307783,2504,EGXT,GRN,,125.525
3430,58528,2504,EGXT,TWR,TWR,125.525
3431,307784,2504,EGXT,TWR,,372.22
3432,58119,2505,EGXU,A/D,ZONE,235.2
3433,58120,2505,EGXU,A/G,INFO,118.55
3434,58121,2505,EGXU,APP,APP,118.55
3435,307780,2505,EGXU,APP,,372.12
3436,58122,2505,EGXU,ATIS,ATIS,283.725
3437,58123,2505,EGXU,DEP,DEP,118.55
3438,58124,2505,EGXU,DIR,DIR,275.85
3439,58125,2505,EGXU,GND,GND,122.1
3440,307781,2505,EGXU,GRN,,278.32
3441,58126,2505,EGXU,TWR,TWR,122.1
3442,307782,2505,EGXU,TWR,,240.82
3443,58342,2506,EGXW,APP,APP,250.85
3444,58343,2506,EGXW,ATIS,ATIS,29.166999999999998
3445,58344,2506,EGXW,CAC,CAC,27.776999999999997
3446,58345,2506,EGXW,DEP,DEP,123.3
3447,58346,2506,EGXW,GND,GND,342.12
3449,58348,2506,EGXW,OPS,OPS,386.625
3450,58349,2506,EGXW,TWR,TWR,256.67
3451,58545,2507,EGXY,A/G,RDO,125.425
3452,58241,2508,EGXZ,APP,APP,125.0
3453,307777,2508,EGXZ,APP,,293.775
3454,307779,2508,EGXZ,DIR,,255.6
3455,58242,2508,EGXZ,GND,GND,241.875
3456,58243,2508,EGXZ,TWR,TWR,122.1
3457,307778,2508,EGXZ,TWR,,379.75
3458,71915,29210,EGYC,RAD/APP,Coltishall RAD/APP,125.9
3459,71914,29210,EGYC,TWR,Coltishall TWR,122.1
3460,58467,2509,EGYD,APP,APP,119.375
